"","X","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","immune_system_processes","regulation_of_immune_system_processes","immune_response_regulating_signaling_pathway","cytokine_production","cytokine_mediated_signaling_pathway","defense_response","regulation_of_defense_response","leukocyte_proliferation"
"GO:0007276","GO:0007276","GO:0007276","gamete generation",383,-0.427442062081736,-1.40945973537065,0.00074173473350668,0.019971147389585,0.0173460018994234,2789,"tags=35%, list=24%, signal=27%","ENSG00000111837/ENSG00000132436/ENSG00000164889/ENSG00000122970/ENSG00000275793/ENSG00000168092/ENSG00000221829/ENSG00000161533/ENSG00000136449/ENSG00000101224/ENSG00000096717/ENSG00000102225/ENSG00000174953/ENSG00000058804/ENSG00000175792/ENSG00000154611/ENSG00000102781/ENSG00000128242/ENSG00000054796/ENSG00000168385/ENSG00000213024/ENSG00000174720/ENSG00000274529/ENSG00000177138/ENSG00000127324/ENSG00000101104/ENSG00000173809/ENSG00000116455/ENSG00000131914/ENSG00000196116/ENSG00000005513/ENSG00000204991/ENSG00000132475/ENSG00000115806/ENSG00000173769/ENSG00000105011/ENSG00000100360/ENSG00000179636/ENSG00000140463/ENSG00000058668/ENSG00000122574/ENSG00000133105/ENSG00000078549/ENSG00000110218/ENSG00000102230/ENSG00000082175/ENSG00000134278/ENSG00000169083/ENSG00000125863/ENSG00000130377/ENSG00000164104/ENSG00000181378/ENSG00000148200/ENSG00000182749/ENSG00000111224/ENSG00000179218/ENSG00000166171/ENSG00000088986/ENSG00000125319/ENSG00000144061/ENSG00000149311/ENSG00000198783/ENSG00000047188/ENSG00000272514/ENSG00000120498/ENSG00000177707/ENSG00000141577/ENSG00000110492/ENSG00000070404/ENSG00000160401/ENSG00000144451/ENSG00000184571/ENSG00000164113/ENSG00000168556/ENSG00000121774/ENSG00000115392/ENSG00000137098/ENSG00000187475/ENSG00000143452/ENSG00000134874/ENSG00000161594/ENSG00000068878/ENSG00000125398/ENSG00000071626/ENSG00000160284/ENSG00000163661/ENSG00000198765/ENSG00000163421/ENSG00000237649/ENSG00000132972/ENSG00000133101/ENSG00000220201/ENSG00000158169/ENSG00000137090/ENSG00000136492/ENSG00000095002/ENSG00000001626/ENSG00000188486/ENSG00000112530/ENSG00000137819/ENSG00000100918/ENSG00000084674/ENSG00000132681/ENSG00000188372/ENSG00000170820/ENSG00000111877/ENSG00000104044/ENSG00000077800/ENSG00000161800/ENSG00000112981/ENSG00000112029/ENSG00000180616/ENSG00000160207/ENSG00000160188/ENSG00000174948/ENSG00000148935/ENSG00000152670/ENSG00000256453/ENSG00000100078/ENSG00000121621/ENSG00000122641/ENSG00000087586/ENSG00000157456/ENSG00000131747/ENSG00000112742/ENSG00000101489/ENSG00000123610/ENSG00000166851/ENSG00000134057/ENSG00000141384/ENSG00000138587/ENSG00000017427/ENSG00000164708","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0009582","GO:0009582","GO:0009582","detection of abiotic stimulus",94,-0.553601714995839,-1.66055997852101,0.000796089036749923,0.0208963663743968,0.018149603713323,1818,"tags=34%, list=16%, signal=29%","ENSG00000115353/ENSG00000125863/ENSG00000163485/ENSG00000112599/ENSG00000130711/ENSG00000182450/ENSG00000132932/ENSG00000130561/ENSG00000124818/ENSG00000198400/ENSG00000180376/ENSG00000130943/ENSG00000104237/ENSG00000128617/ENSG00000095397/ENSG00000116745/ENSG00000083067/ENSG00000129221/ENSG00000112041/ENSG00000198515/ENSG00000155657/ENSG00000134376/ENSG00000102104/ENSG00000186862/ENSG00000086717/ENSG00000149488/ENSG00000277481/ENSG00000060718/ENSG00000105707/ENSG00000129170/ENSG00000116703/ENSG00000056291","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0016572","GO:0016572","GO:0016572","histone phosphorylation",31,-0.690454873926182,-1.75702287038669,0.000857655290695229,0.021976395805862,0.019087666619984,898,"tags=32%, list=8%, signal=30%","ENSG00000149311/ENSG00000173531/ENSG00000160396/ENSG00000178999/ENSG00000149503/ENSG00000170312/ENSG00000087586/ENSG00000177602/ENSG00000145386/ENSG00000134057","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0048730","GO:0048730","GO:0048730","epidermis morphogenesis",22,0.700050047532334,2.00131789010216,0.000872565917374909,0.0222524985848075,0.0193274765435001,1260,"tags=41%, list=11%, signal=37%","ENSG00000171243/ENSG00000178919/ENSG00000124216/ENSG00000164690/ENSG00000070193/ENSG00000148400/ENSG00000134363/ENSG00000165240/ENSG00000164379","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0043501","GO:0043501","GO:0043501","skeletal muscle adaptation",16,-0.778970892851159,-1.7516373645136,0.000892991929779934,0.0225595754654734,0.0195941891189667,170,"tags=25%, list=1%, signal=25%","ENSG00000143632/ENSG00000248746/ENSG00000187616/ENSG00000177791","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0030336","GO:0030336","GO:0030336","negative regulation of cell migration",187,0.347623699214804,1.50272237616169,0.000901870377259291,0.0225877266241503,0.0196186398949965,2052,"tags=34%, list=17%, signal=28%","ENSG00000162552/ENSG00000112175/ENSG00000123612/ENSG00000163686/ENSG00000196090/ENSG00000137801/ENSG00000134830/ENSG00000122592/ENSG00000106991/ENSG00000175471/ENSG00000081189/ENSG00000101280/ENSG00000145147/ENSG00000164938/ENSG00000146674/ENSG00000128917/ENSG00000075213/ENSG00000164690/ENSG00000015413/ENSG00000139146/ENSG00000166923/ENSG00000185532/ENSG00000171522/ENSG00000148400/ENSG00000100065/ENSG00000173334/ENSG00000108187/ENSG00000138061/ENSG00000118689/ENSG00000168675/ENSG00000107562/ENSG00000153233/ENSG00000163217/ENSG00000166780/ENSG00000120129/ENSG00000204472/ENSG00000173269/ENSG00000164741/ENSG00000103034/ENSG00000006638/ENSG00000123384/ENSG00000089820/ENSG00000196369/ENSG00000106511/ENSG00000122707/ENSG00000125249/ENSG00000276644/ENSG00000271447/ENSG00000116044/ENSG00000091879/ENSG00000187391/ENSG00000181467/ENSG00000066056/ENSG00000139567/ENSG00000159167/ENSG00000184113/ENSG00000143537/ENSG00000105894/ENSG00000100292/ENSG00000107937/ENSG00000100105/ENSG00000171791/ENSG00000197635","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051271","GO:0051271","GO:0051271","negative regulation of cellular component movement",200,0.339875183475842,1.43104237867466,0.00090250162129573,0.0225877266241503,0.0196186398949965,2052,"tags=33%, list=17%, signal=28%","ENSG00000162552/ENSG00000112175/ENSG00000123612/ENSG00000163686/ENSG00000196090/ENSG00000137801/ENSG00000134830/ENSG00000122592/ENSG00000106991/ENSG00000175471/ENSG00000081189/ENSG00000101280/ENSG00000145147/ENSG00000164938/ENSG00000146674/ENSG00000174871/ENSG00000128917/ENSG00000075213/ENSG00000164690/ENSG00000015413/ENSG00000139146/ENSG00000136717/ENSG00000166923/ENSG00000185532/ENSG00000171522/ENSG00000148400/ENSG00000100065/ENSG00000173334/ENSG00000108187/ENSG00000138061/ENSG00000118689/ENSG00000168675/ENSG00000107562/ENSG00000153233/ENSG00000163217/ENSG00000166780/ENSG00000120129/ENSG00000204472/ENSG00000173269/ENSG00000164741/ENSG00000103034/ENSG00000006638/ENSG00000123384/ENSG00000089820/ENSG00000196369/ENSG00000106511/ENSG00000122707/ENSG00000125249/ENSG00000276644/ENSG00000271447/ENSG00000116044/ENSG00000091879/ENSG00000187391/ENSG00000196104/ENSG00000181467/ENSG00000066056/ENSG00000139567/ENSG00000159167/ENSG00000184113/ENSG00000143537/ENSG00000105894/ENSG00000100292/ENSG00000107937/ENSG00000100105/ENSG00000171791/ENSG00000197635","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0009117","GO:0009117","GO:0009117","nucleotide metabolic process",412,-0.417634327392612,-1.37969049241993,0.000924156919135019,0.022991023546091,0.0199689246852266,2935,"tags=33%, list=25%, signal=26%","ENSG00000140057/ENSG00000109047/ENSG00000155085/ENSG00000076043/ENSG00000241837/ENSG00000198276/ENSG00000181192/ENSG00000162813/ENSG00000114956/ENSG00000047410/ENSG00000100226/ENSG00000080493/ENSG00000102900/ENSG00000159445/ENSG00000198682/ENSG00000160688/ENSG00000197296/ENSG00000138621/ENSG00000153086/ENSG00000176890/ENSG00000152234/ENSG00000035687/ENSG00000136143/ENSG00000157064/ENSG00000058804/ENSG00000155561/ENSG00000069248/ENSG00000183696/ENSG00000147813/ENSG00000140598/ENSG00000213024/ENSG00000167863/ENSG00000165280/ENSG00000103254/ENSG00000150768/ENSG00000103485/ENSG00000233276/ENSG00000063176/ENSG00000100075/ENSG00000138801/ENSG00000172331/ENSG00000136159/ENSG00000110955/ENSG00000105953/ENSG00000157020/ENSG00000172890/ENSG00000089250/ENSG00000119729/ENSG00000113569/ENSG00000249222/ENSG00000067992/ENSG00000183077/ENSG00000172113/ENSG00000075399/ENSG00000128951/ENSG00000084734/ENSG00000114026/ENSG00000156110/ENSG00000155368/ENSG00000094841/ENSG00000173598/ENSG00000168209/ENSG00000130377/ENSG00000163344/ENSG00000163002/ENSG00000143799/ENSG00000105220/ENSG00000151790/ENSG00000113522/ENSG00000196839/ENSG00000255154/ENSG00000112599/ENSG00000165996/ENSG00000130021/ENSG00000065989/ENSG00000156136/ENSG00000165283/ENSG00000062282/ENSG00000108559/ENSG00000166321/ENSG00000171848/ENSG00000278540/ENSG00000147647/ENSG00000100024/ENSG00000102967/ENSG00000188641/ENSG00000101347/ENSG00000198805/ENSG00000179761/ENSG00000105398/ENSG00000048392/ENSG00000108479/ENSG00000198931/ENSG00000065833/ENSG00000067225/ENSG00000138363/ENSG00000170522/ENSG00000173597/ENSG00000093000/ENSG00000111640/ENSG00000087494/ENSG00000075188/ENSG00000170525/ENSG00000076248/ENSG00000078295/ENSG00000130540/ENSG00000172340/ENSG00000099194/ENSG00000181322/ENSG00000012660/ENSG00000113161/ENSG00000167325/ENSG00000097021/ENSG00000167508/ENSG00000149084/ENSG00000179958/ENSG00000112981/ENSG00000134333/ENSG00000169710/ENSG00000187097/ENSG00000164181/ENSG00000111537/ENSG00000112667/ENSG00000110921/ENSG00000116981/ENSG00000112972/ENSG00000129187/ENSG00000079739/ENSG00000248746/ENSG00000215009/ENSG00000106633/ENSG00000025708/ENSG00000119715/ENSG00000017427/ENSG00000103202/ENSG00000164708/ENSG00000116748","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0090382","GO:0090382","GO:0090382","phagosome maturation",33,0.614139617857954,1.93125612941233,0.000969070093234088,0.0239200283105166,0.0207758146497313,2376,"tags=67%, list=20%, signal=53%","ENSG00000179331/ENSG00000110719/ENSG00000113732/ENSG00000047249/ENSG00000159720/ENSG00000118508/ENSG00000100554/ENSG00000117410/ENSG00000114573/ENSG00000147416/ENSG00000136888/ENSG00000123892/ENSG00000101955/ENSG00000090674/ENSG00000188603/ENSG00000168461/ENSG00000104133/ENSG00000143882/ENSG00000128524/ENSG00000033627/ENSG00000171130/ENSG00000155097","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006941","GO:0006941","GO:0006941","striated muscle contraction",120,-0.524958790768903,-1.60907148663938,0.00101470135699146,0.0248186727362321,0.0215563350480483,1798,"tags=26%, list=15%, signal=22%","ENSG00000196296/ENSG00000173511/ENSG00000121361/ENSG00000163485/ENSG00000118194/ENSG00000198125/ENSG00000132932/ENSG00000145349/ENSG00000119782/ENSG00000170175/ENSG00000114279/ENSG00000159173/ENSG00000130529/ENSG00000100678/ENSG00000171385/ENSG00000283927/ENSG00000138622/ENSG00000155657/ENSG00000136574/ENSG00000158286/ENSG00000133055/ENSG00000162989/ENSG00000239474/ENSG00000185482/ENSG00000101470/ENSG00000248746/ENSG00000143318/ENSG00000129170/ENSG00000164708/ENSG00000018625/ENSG00000168530","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0072527","GO:0072527","GO:0072527","pyrimidine-containing compound metabolic process",60,-0.594522050177443,-1.7019710514606,0.00108539494263055,0.0264219169694774,0.0229488377907608,2232,"tags=40%, list=19%, signal=33%","ENSG00000125454/ENSG00000167900/ENSG00000172113/ENSG00000128951/ENSG00000114026/ENSG00000094841/ENSG00000130021/ENSG00000156136/ENSG00000259431/ENSG00000147647/ENSG00000100024/ENSG00000102967/ENSG00000188641/ENSG00000076248/ENSG00000181322/ENSG00000167325/ENSG00000179958/ENSG00000112981/ENSG00000116981/ENSG00000129187/ENSG00000021826/ENSG00000111732/ENSG00000025708/ENSG00000103202","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0042073","GO:0042073","GO:0042073","intraciliary transport",43,-0.643635740679616,-1.73216487917404,0.00124907609052055,0.0296091561369652,0.0257171242379377,3236,"tags=72%, list=28%, signal=52%","ENSG00000138002/ENSG00000196659/ENSG00000100815/ENSG00000131437/ENSG00000112144/ENSG00000101350/ENSG00000111837/ENSG00000122970/ENSG00000213123/ENSG00000138175/ENSG00000119333/ENSG00000123607/ENSG00000075945/ENSG00000100360/ENSG00000135338/ENSG00000163913/ENSG00000084731/ENSG00000079974/ENSG00000088986/ENSG00000138036/ENSG00000119650/ENSG00000118965/ENSG00000126870/ENSG00000141577/ENSG00000117155/ENSG00000204104/ENSG00000114446/ENSG00000117245/ENSG00000032742/ENSG00000264364/ENSG00000128581","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0000281","GO:0000281","GO:0000281","mitotic cytokinesis",52,-0.621075053714821,-1.72577412747664,0.00126413275859515,0.0298346419912302,0.0259129706748036,610,"tags=25%, list=5%, signal=24%","ENSG00000096093/ENSG00000138180/ENSG00000161800/ENSG00000149503/ENSG00000114346/ENSG00000138182/ENSG00000122966/ENSG00000137807/ENSG00000011426/ENSG00000136108/ENSG00000090889/ENSG00000112984/ENSG00000166851","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0046034","GO:0046034","GO:0046034","ATP metabolic process",237,-0.455203726149495,-1.47073514975115,0.00133375527664233,0.0313403368716698,0.0272207466251066,3501,"tags=41%, list=30%, signal=30%","ENSG00000165060/ENSG00000178127/ENSG00000170950/ENSG00000148339/ENSG00000158864/ENSG00000186010/ENSG00000184983/ENSG00000167588/ENSG00000259112/ENSG00000165678/ENSG00000147123/ENSG00000110717/ENSG00000198840/ENSG00000094914/ENSG00000152556/ENSG00000123836/ENSG00000198899/ENSG00000176410/ENSG00000004779/ENSG00000139180/ENSG00000170906/ENSG00000155085/ENSG00000241837/ENSG00000181192/ENSG00000130414/ENSG00000167792/ENSG00000114956/ENSG00000047410/ENSG00000132436/ENSG00000080493/ENSG00000198763/ENSG00000102900/ENSG00000141510/ENSG00000152234/ENSG00000058804/ENSG00000155561/ENSG00000069248/ENSG00000213024/ENSG00000167863/ENSG00000165280/ENSG00000103254/ENSG00000171612/ENSG00000147684/ENSG00000165264/ENSG00000063176/ENSG00000172331/ENSG00000164405/ENSG00000099795/ENSG00000110955/ENSG00000105953/ENSG00000157020/ENSG00000120675/ENSG00000112695/ENSG00000113569/ENSG00000249222/ENSG00000075399/ENSG00000135940/ENSG00000084734/ENSG00000087470/ENSG00000010256/ENSG00000137288/ENSG00000168209/ENSG00000184076/ENSG00000163002/ENSG00000088682/ENSG00000143799/ENSG00000105220/ENSG00000169021/ENSG00000179091/ENSG00000165283/ENSG00000108559/ENSG00000140740/ENSG00000233954/ENSG00000108479/ENSG00000090266/ENSG00000106153/ENSG00000067225/ENSG00000182199/ENSG00000108179/ENSG00000093000/ENSG00000111640/ENSG00000075188/ENSG00000170525/ENSG00000095002/ENSG00000135537/ENSG00000141433/ENSG00000134333/ENSG00000187097/ENSG00000111537/ENSG00000170312/ENSG00000079739/ENSG00000248746/ENSG00000134057/ENSG00000106633/ENSG00000119715/ENSG00000017427/ENSG00000164708/ENSG00000018625","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0002685","GO:0002685","GO:0002685","regulation of leukocyte migration",119,0.388810164071937,1.5030839594205,0.0013410974365188,0.0313758491561202,0.0272515909297184,1071,"tags=24%, list=9%, signal=22%","ENSG00000007908/ENSG00000112175/ENSG00000150455/ENSG00000137801/ENSG00000115232/ENSG00000119630/ENSG00000134830/ENSG00000122592/ENSG00000100600/ENSG00000133789/ENSG00000169313/ENSG00000145147/ENSG00000183087/ENSG00000110080/ENSG00000089060/ENSG00000174600/ENSG00000127129/ENSG00000170962/ENSG00000182578/ENSG00000166923/ENSG00000171522/ENSG00000130300/ENSG00000177105/ENSG00000167207/ENSG00000110651/ENSG00000107562/ENSG00000128340/ENSG00000120129/ENSG00000204472","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0035637","GO:0035637","GO:0035637","multicellular organismal signaling",134,-0.509452319449193,-1.57816126704089,0.00136083007360195,0.0314329681667694,0.0273012018232683,1534,"tags=25%, list=13%, signal=22%","ENSG00000145349/ENSG00000196876/ENSG00000119782/ENSG00000184185/ENSG00000109991/ENSG00000177301/ENSG00000081248/ENSG00000100346/ENSG00000114279/ENSG00000157087/ENSG00000130529/ENSG00000100678/ENSG00000170989/ENSG00000157445/ENSG00000171385/ENSG00000132681/ENSG00000114923/ENSG00000184845/ENSG00000116147/ENSG00000138622/ENSG00000105695/ENSG00000158286/ENSG00000006116/ENSG00000162989/ENSG00000168135/ENSG00000183153/ENSG00000135643/ENSG00000143318/ENSG00000120049/ENSG00000025708/ENSG00000105605/ENSG00000018625/ENSG00000166862","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0046605","GO:0046605","GO:0046605","regulation of centrosome cycle",39,-0.649262967234085,-1.71925008322205,0.0013610632935992,0.0314329681667694,0.0273012018232683,2678,"tags=46%, list=23%, signal=36%","ENSG00000101624/ENSG00000115561/ENSG00000096717/ENSG00000181163/ENSG00000164695/ENSG00000213024/ENSG00000166004/ENSG00000108395/ENSG00000141577/ENSG00000151849/ENSG00000147316/ENSG00000178295/ENSG00000163611/ENSG00000111554/ENSG00000087586/ENSG00000123473/ENSG00000142731/ENSG00000162063","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0090049","GO:0090049","GO:0090049","regulation of cell migration involved in sprouting angiogenesis",31,0.617776573819749,1.91254631991642,0.00137648749277137,0.0316533299085586,0.0274925976963782,2509,"tags=48%, list=21%, signal=38%","ENSG00000137801/ENSG00000128917/ENSG00000148400/ENSG00000100065/ENSG00000173269/ENSG00000048052/ENSG00000006638/ENSG00000135046/ENSG00000128052/ENSG00000106511/ENSG00000011405/ENSG00000100292/ENSG00000136826/ENSG00000102359/ENSG00000137764","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0140053","GO:0140053","GO:0140053","mitochondrial gene expression",143,-0.494821166840693,-1.53954481370455,0.00153555082534841,0.0345723807163172,0.0300279483133537,3689,"tags=52%, list=31%, signal=36%","ENSG00000102738/ENSG00000162851/ENSG00000106591/ENSG00000137547/ENSG00000101574/ENSG00000143436/ENSG00000274523/ENSG00000048544/ENSG00000117593/ENSG00000116898/ENSG00000165526/ENSG00000132300/ENSG00000155906/ENSG00000112110/ENSG00000166902/ENSG00000125901/ENSG00000148824/ENSG00000182154/ENSG00000154719/ENSG00000011376/ENSG00000120333/ENSG00000107815/ENSG00000072506/ENSG00000116874/ENSG00000130349/ENSG00000172590/ENSG00000132676/ENSG00000123297/ENSG00000174547/ENSG00000171612/ENSG00000174173/ENSG00000179271/ENSG00000122140/ENSG00000169288/ENSG00000108561/ENSG00000175581/ENSG00000183978/ENSG00000180992/ENSG00000108064/ENSG00000067704/ENSG00000072756/ENSG00000178694/ENSG00000136522/ENSG00000061794/ENSG00000175110/ENSG00000059691/ENSG00000111639/ENSG00000137288/ENSG00000122085/ENSG00000105364/ENSG00000182180/ENSG00000139131/ENSG00000178952/ENSG00000082515/ENSG00000172172/ENSG00000156502/ENSG00000086504/ENSG00000158042/ENSG00000177192/ENSG00000112996/ENSG00000062582/ENSG00000185608/ENSG00000131368/ENSG00000043514/ENSG00000183617/ENSG00000055950/ENSG00000138095/ENSG00000254858/ENSG00000116221/ENSG00000090263/ENSG00000182199/ENSG00000262814/ENSG00000138035/ENSG00000259494","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0045913","GO:0045913","GO:0045913","positive regulation of carbohydrate metabolic process",59,-0.583549447222878,-1.66669843036693,0.00163175497726649,0.0362515442685753,0.0314863910156543,1619,"tags=24%, list=14%, signal=21%","ENSG00000170961/ENSG00000062282/ENSG00000167244/ENSG00000219607/ENSG00000170525/ENSG00000171631/ENSG00000115263/ENSG00000187097/ENSG00000111537/ENSG00000248746/ENSG00000106633/ENSG00000119715/ENSG00000017427/ENSG00000138798","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0030049","GO:0030049","GO:0030049","muscle filament sliding",21,-0.734037149727874,-1.73121385899131,0.00163707958692878,0.0362515442685753,0.0314863910156543,437,"tags=43%, list=4%, signal=41%","ENSG00000026025/ENSG00000143549/ENSG00000118194/ENSG00000159173/ENSG00000155657/ENSG00000101470/ENSG00000143632/ENSG00000248746/ENSG00000168530","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0033275","GO:0033275","GO:0033275","actin-myosin filament sliding",21,-0.734037149727874,-1.73121385899131,0.00163707958692878,0.0362515442685753,0.0314863910156543,437,"tags=43%, list=4%, signal=41%","ENSG00000026025/ENSG00000143549/ENSG00000118194/ENSG00000159173/ENSG00000155657/ENSG00000101470/ENSG00000143632/ENSG00000248746/ENSG00000168530","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0086013","GO:0086013","GO:0086013","membrane repolarization during cardiac muscle cell action potential",12,-0.813227248496733,-1.71784891310625,0.00166638961458558,0.0367493545741189,0.0319187656978429,599,"tags=50%, list=5%, signal=47%","ENSG00000121361/ENSG00000171385/ENSG00000283927/ENSG00000158286/ENSG00000162989/ENSG00000120049","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007188","GO:0007188","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway",148,0.361978734835422,1.48829853436138,0.00168061577487799,0.0369118101412998,0.032059866983709,1116,"tags=24%, list=10%, signal=22%","ENSG00000111452/ENSG00000274286/ENSG00000163873/ENSG00000125910/ENSG00000151617/ENSG00000019169/ENSG00000134183/ENSG00000170214/ENSG00000106128/ENSG00000123146/ENSG00000263715/ENSG00000169313/ENSG00000166073/ENSG00000198121/ENSG00000128165/ENSG00000132329/ENSG00000258839/ENSG00000116329/ENSG00000184160/ENSG00000138031/ENSG00000186642/ENSG00000197746/ENSG00000171522/ENSG00000204681/ENSG00000150594/ENSG00000181072/ENSG00000165029/ENSG00000133019/ENSG00000180720/ENSG00000177963/ENSG00000128271/ENSG00000122679/ENSG00000128310/ENSG00000131016/ENSG00000105290","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0032200","GO:0032200","GO:0032200","telomere organization",112,-0.509987863966888,-1.55415760291064,0.00186324559466711,0.040380853075609,0.0350729149650728,2201,"tags=33%, list=19%, signal=27%","ENSG00000111445/ENSG00000020922/ENSG00000147601/ENSG00000132475/ENSG00000110958/ENSG00000092330/ENSG00000181085/ENSG00000204569/ENSG00000144034/ENSG00000163918/ENSG00000138311/ENSG00000143799/ENSG00000113522/ENSG00000128513/ENSG00000062822/ENSG00000138375/ENSG00000132383/ENSG00000049541/ENSG00000118655/ENSG00000100823/ENSG00000149311/ENSG00000140451/ENSG00000146143/ENSG00000106399/ENSG00000174371/ENSG00000285816/ENSG00000163029/ENSG00000101868/ENSG00000160957/ENSG00000051180/ENSG00000117748/ENSG00000133119/ENSG00000197837/ENSG00000132646/ENSG00000178999/ENSG00000117650/ENSG00000100479","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0048243","GO:0048243","GO:0048243","norepinephrine secretion",12,0.772878036658931,1.94220971355756,0.00188591979390532,0.0405593539191645,0.0352279524254131,1038,"tags=42%, list=9%, signal=38%","ENSG00000274286/ENSG00000169313/ENSG00000184160/ENSG00000150594/ENSG00000128271","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0000910","GO:0000910","GO:0000910","cytokinesis",121,-0.500647090793302,-1.53813840885969,0.00196917292587672,0.0420480933100898,0.0365210016328014,610,"tags=16%, list=5%, signal=15%","ENSG00000138180/ENSG00000198901/ENSG00000161800/ENSG00000178999/ENSG00000149503/ENSG00000114346/ENSG00000138182/ENSG00000165891/ENSG00000122966/ENSG00000129173/ENSG00000137807/ENSG00000087586/ENSG00000118193/ENSG00000011426/ENSG00000136108/ENSG00000090889/ENSG00000112984/ENSG00000142731/ENSG00000166851","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007600","GO:0007600","GO:0007600","sensory perception",335,-0.432733649196814,-1.41953903108291,0.00199536582900453,0.0424389862682742,0.036860512921906,1770,"tags=24%, list=15%, signal=21%","ENSG00000125863/ENSG00000145476/ENSG00000149972/ENSG00000163485/ENSG00000138686/ENSG00000112599/ENSG00000130711/ENSG00000182450/ENSG00000065989/ENSG00000132932/ENSG00000140522/ENSG00000135218/ENSG00000109991/ENSG00000249242/ENSG00000107736/ENSG00000177301/ENSG00000179603/ENSG00000007372/ENSG00000124818/ENSG00000074621/ENSG00000112319/ENSG00000099800/ENSG00000198400/ENSG00000105649/ENSG00000081148/ENSG00000180376/ENSG00000104237/ENSG00000163093/ENSG00000113302/ENSG00000157087/ENSG00000163421/ENSG00000070985/ENSG00000162496/ENSG00000128617/ENSG00000160202/ENSG00000187416/ENSG00000095397/ENSG00000170289/ENSG00000113966/ENSG00000116745/ENSG00000083067/ENSG00000110975/ENSG00000129221/ENSG00000254550/ENSG00000144191/ENSG00000141433/ENSG00000184058/ENSG00000112706/ENSG00000100053/ENSG00000112041/ENSG00000099204/ENSG00000188501/ENSG00000198515/ENSG00000165533/ENSG00000120068/ENSG00000126778/ENSG00000105464/ENSG00000173302/ENSG00000184154/ENSG00000176842/ENSG00000129355/ENSG00000134376/ENSG00000102104/ENSG00000186862/ENSG00000134160/ENSG00000086717/ENSG00000121743/ENSG00000139219/ENSG00000149488/ENSG00000101204/ENSG00000095777/ENSG00000089685/ENSG00000277481/ENSG00000060718/ENSG00000105707/ENSG00000106536/ENSG00000039987/ENSG00000108370/ENSG00000116703/ENSG00000170264/ENSG00000104313/ENSG00000152822","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0019226","GO:0019226","GO:0019226","transmission of nerve impulse",46,-0.610989133109592,-1.66510538238708,0.00204866884881443,0.0434011302183877,0.0376961860287447,1520,"tags=33%, list=13%, signal=28%","ENSG00000196876/ENSG00000119782/ENSG00000109991/ENSG00000177301/ENSG00000100346/ENSG00000114279/ENSG00000170989/ENSG00000184845/ENSG00000116147/ENSG00000105695/ENSG00000006116/ENSG00000135643/ENSG00000025708/ENSG00000105605/ENSG00000166862","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
