"Gene.stable.ID","HGNC.symbol","Gene.stable.ID.1"
"ENSNFUG00015010787","FBXL22","ENSG00000197361"
"ENSNFUG00015004548","G3BP2","ENSG00000138757"
"ENSNFUG00015009889","WIPI1","ENSG00000070540"
"ENSNFUG00015007585","ITGB3","ENSG00000259207"
"ENSNFUG00015018720","AP1G1","ENSG00000166747"
"ENSNFUG00015022251","APBA2","ENSG00000034053"
"ENSNFUG00015007157","","ENSG00000273171"
"ENSNFUG00015007157","VTN","ENSG00000109072"
"ENSNFUG00015002013","EIF5AL1","ENSG00000253626"
"ENSNFUG00015002013","EIF5A","ENSG00000132507"
"ENSNFUG00015017665","NEK2","ENSG00000117650"
"ENSNFUG00015000930","FAM117A","ENSG00000121104"
"ENSNFUG00015019613","SCAMP3","ENSG00000116521"
"ENSNFUG00015002153","FLOT1","ENSG00000137312"
"ENSNFUG00015007439","","ENSG00000267645"
"ENSNFUG00015004394","HEATR3","ENSG00000155393"
"ENSNFUG00015021436","ERN2","ENSG00000134398"
"ENSNFUG00015010487","TSNAX-DISC1","ENSG00000270106"
"ENSNFUG00015010487","TSNAX","ENSG00000116918"
"ENSNFUG00015017706","RASSF7","ENSG00000099849"
"ENSNFUG00015007699","PXN","ENSG00000089159"
"ENSNFUG00015008489","WAC","ENSG00000095787"
"ENSNFUG00015004203","SCN1B","ENSG00000105711"
"ENSNFUG00015018608","SFT2D2","ENSG00000213064"
"ENSNFUG00015021559","PIGC","ENSG00000135845"
"ENSNFUG00015007556","ACSL1","ENSG00000151726"
"ENSNFUG00015000270","SLC47A2","ENSG00000180638"
"ENSNFUG00015017449","EHF","ENSG00000135373"
"ENSNFUG00015011321","FRZB","ENSG00000162998"
"ENSNFUG00015010513","PIK3CA","ENSG00000121879"
"ENSNFUG00015015896","WIPI1","ENSG00000070540"
"ENSNFUG00015009264","RAB27A","ENSG00000069974"
"ENSNFUG00015016261","PEX5L","ENSG00000114757"
"ENSNFUG00015022574","QPCT","ENSG00000115828"
"ENSNFUG00015002715","DNASE1","ENSG00000213918"
"ENSNFUG00015010392","HCRT","ENSG00000161610"
"ENSNFUG00015009943","PIP5K1C","ENSG00000186111"
"ENSNFUG00015002995","KIRREL2","ENSG00000126259"
"ENSNFUG00015023765","ZDHHC23","ENSG00000184307"
"ENSNFUG00015024851","ANKRD28","ENSG00000206560"
"ENSNFUG00015018394","ACMSD","ENSG00000153086"
"ENSNFUG00015023622","GREM2","ENSG00000180875"
"ENSNFUG00015007777","C12orf43","ENSG00000157895"
"ENSNFUG00015018970","ZMYM1","ENSG00000197056"
"ENSNFUG00015024952","SKP1","ENSG00000113558"
"ENSNFUG00015000610","SHKBP1","ENSG00000160410"
"ENSNFUG00015015856","SLC16A6","ENSG00000108932"
"ENSNFUG00015001993","F2RL3","ENSG00000127533"
"ENSNFUG00015014489","SRD5A1","ENSG00000145545"
"ENSNFUG00015018203","CCDC115","ENSG00000136710"
"ENSNFUG00015004420","CTNND1","ENSG00000198561"
"ENSNFUG00015000317","PTPN6","ENSG00000111679"
"ENSNFUG00015024888","NME9","ENSG00000181322"
"ENSNFUG00015003108","H2AX","ENSG00000188486"
"ENSNFUG00015020252","NEU4","ENSG00000204099"
"ENSNFUG00015018147","FOCAD","ENSG00000188352"
"ENSNFUG00015022433","NFYA","ENSG00000001167"
"ENSNFUG00015018080","TARDBP","ENSG00000120948"
"ENSNFUG00015025459","CERS1","ENSG00000223802"
"ENSNFUG00015000952","PNMA8C","ENSG00000277531"
"ENSNFUG00015011512","TMEM106B","ENSG00000106460"
"ENSNFUG00015011204","C1orf43","ENSG00000143612"
"ENSNFUG00015002716","CDC42SE2","ENSG00000158985"
"ENSNFUG00015017290","FICD","ENSG00000198855"
"ENSNFUG00015021304","RPL24","ENSG00000114391"
"ENSNFUG00015016792","EPHB4","ENSG00000196411"
"ENSNFUG00015009004","RCVRN","ENSG00000109047"
"ENSNFUG00015017030","NBEAL2","ENSG00000160796"
"ENSNFUG00015014531","TMEM50A","ENSG00000183726"
"ENSNFUG00015014799","PTDSS2","ENSG00000174915"
"ENSNFUG00015015881","CAPNS1","ENSG00000126247"
"ENSNFUG00015010917","H3-3B","ENSG00000132475"
"ENSNFUG00015008137","PIAS1","ENSG00000033800"
"ENSNFUG00015003896","NMBR","ENSG00000135577"
"ENSNFUG00015016144","KPNB1","ENSG00000108424"
"ENSNFUG00015022295","MRPL9","ENSG00000143436"
"ENSNFUG00015021658","","ENSG00000283977"
"ENSNFUG00015021658","TIMM10B","ENSG00000132286"
"ENSNFUG00015017705","LPGAT1","ENSG00000123684"
"ENSNFUG00015022281","PDE6D","ENSG00000156973"
"ENSNFUG00015007187","ALDH3A1","ENSG00000108602"
"ENSNFUG00015012381","MPP7","ENSG00000150054"
"ENSNFUG00015008759","PLAC8","ENSG00000145287"
"ENSNFUG00015021681","DDX49","ENSG00000105671"
"ENSNFUG00015014137","UNG","ENSG00000076248"
"ENSNFUG00015001822","CAMSAP3","ENSG00000076826"
"ENSNFUG00015025414","USP13","ENSG00000058056"
"ENSNFUG00015013637","PSENEN","ENSG00000205155"
"ENSNFUG00015013637","","ENSG00000188223"
"ENSNFUG00015022653","LDHB","ENSG00000111716"
"ENSNFUG00015002411","WDR81","ENSG00000167716"
"ENSNFUG00015008954","NUDT21","ENSG00000167005"
"ENSNFUG00015006717","GSK3B","ENSG00000082701"
"ENSNFUG00015017250","AGPAT5","ENSG00000155189"
"ENSNFUG00015000044","CENPU","ENSG00000151725"
"ENSNFUG00015023230","TM6SF1","ENSG00000136404"
"ENSNFUG00015019537","GFI1","ENSG00000162676"
"ENSNFUG00015004147","MARCHF7","ENSG00000136536"
"ENSNFUG00015018252","ACTN2","ENSG00000077522"
"ENSNFUG00015009899","NIF3L1","ENSG00000196290"
"ENSNFUG00015024270","CCDC92","ENSG00000119242"
"ENSNFUG00015021062","SHISA6","ENSG00000188803"
"ENSNFUG00015012398","FZD3","ENSG00000104290"
"ENSNFUG00015010303","CMPK2","ENSG00000134326"
"ENSNFUG00015016049","KDM5B","ENSG00000117139"
"ENSNFUG00015003340","SORCS2","ENSG00000184985"
"ENSNFUG00015020319","DRD4","ENSG00000069696"
"ENSNFUG00015015108","GLIS3","ENSG00000107249"
"ENSNFUG00015025179","NISCH","ENSG00000010322"
"ENSNFUG00015014677","TMEM235","ENSG00000204278"
"ENSNFUG00015002160","","ENSG00000262660"
"ENSNFUG00015002160","SLC25A10","ENSG00000183048"
"ENSNFUG00015007689","BCL9","ENSG00000116128"
"ENSNFUG00015014074","LGALS8","ENSG00000116977"
"ENSNFUG00015022762","PARPBP","ENSG00000185480"
"ENSNFUG00015018765","PKD2L2","ENSG00000078795"
"ENSNFUG00015018765","PKD1L3","ENSG00000277481"
"ENSNFUG00015010637","SEPSECS","ENSG00000109618"
"ENSNFUG00015004384","IPO7","ENSG00000205339"
"ENSNFUG00015001476","GRXCR1","ENSG00000215203"
"ENSNFUG00015023466","SEZ6","ENSG00000063015"
"ENSNFUG00015003891","MROH1","ENSG00000179832"
"ENSNFUG00015002121","EMG1","ENSG00000126749"
"ENSNFUG00015009146","EPHB1","ENSG00000154928"
"ENSNFUG00015020090","EXOC1L","ENSG00000250821"
"ENSNFUG00015022223","HPCA","ENSG00000121905"
"ENSNFUG00015004768","ATP6V1E2","ENSG00000250565"
"ENSNFUG00015016006","PPP1R11","ENSG00000204619"
"ENSNFUG00015013797","CEBPZOS","ENSG00000218739"
"ENSNFUG00015023203","LRRC49","ENSG00000137821"
"ENSNFUG00015023319","EVX2","ENSG00000174279"
"ENSNFUG00015005352","YTHDF2","ENSG00000198492"
"ENSNFUG00015016265","EIF4EBP2","ENSG00000148730"
"ENSNFUG00015020766","KXD1","ENSG00000105700"
"ENSNFUG00015001196","FKBP6","ENSG00000077800"
"ENSNFUG00015023394","SP9","ENSG00000217236"
"ENSNFUG00015000072","R3HDM1","ENSG00000048991"
"ENSNFUG00015018768","AHSG","ENSG00000145192"
"ENSNFUG00015023420","STXBP5L","ENSG00000145087"
"ENSNFUG00015004649","CDON","ENSG00000064309"
"ENSNFUG00015025370","DIRAS1","ENSG00000176490"
"ENSNFUG00015003952","LRTOMT","ENSG00000184154"
"ENSNFUG00015013027","AREL1","ENSG00000119682"
"ENSNFUG00015016816","FAM163A","ENSG00000143340"
"ENSNFUG00015003149","KCNG4","ENSG00000168418"
"ENSNFUG00015020545","CELF3","ENSG00000159409"
"ENSNFUG00015007344","MITF","ENSG00000187098"
"ENSNFUG00015019868","TEX264","ENSG00000164081"
"ENSNFUG00015025042","MFSD10","ENSG00000109736"
"ENSNFUG00015013917","TAGLN","ENSG00000149591"
"ENSNFUG00015013757","MAMSTR","ENSG00000176909"
"ENSNFUG00015017003","NRDC","ENSG00000078618"
"ENSNFUG00015018546","SLF2","ENSG00000119906"
"ENSNFUG00015009607","RRAD","ENSG00000166592"
"ENSNFUG00015020720","ZFP36L1","ENSG00000185650"
"ENSNFUG00015011328","PPP6R3","ENSG00000110075"
"ENSNFUG00015013139","SYTL2","ENSG00000137501"
"ENSNFUG00015022870","WNT10A","ENSG00000135925"
"ENSNFUG00015009300","CDR2L","ENSG00000109089"
"ENSNFUG00015010626","LGI2","ENSG00000153012"
"ENSNFUG00015019717","SLC38A11","ENSG00000169507"
"ENSNFUG00015016109","MYG1","ENSG00000139637"
"ENSNFUG00015018386","ATP6V0A2","ENSG00000185344"
"ENSNFUG00015008988","TDRD6","ENSG00000180113"
"ENSNFUG00015007938","DPP3","ENSG00000254986"
"ENSNFUG00015025411","ACTL6A","ENSG00000136518"
"ENSNFUG00015013256","ICE2","ENSG00000128915"
"ENSNFUG00015019039","OSBPL5","ENSG00000021762"
"ENSNFUG00015008711","RPL26L1","ENSG00000037241"
"ENSNFUG00015008711","","ENSG00000263809"
"ENSNFUG00015008711","RPL26","ENSG00000161970"
"ENSNFUG00015025160","LRRC7","ENSG00000033122"
"ENSNFUG00015008534","NCF1","ENSG00000158517"
"ENSNFUG00015005298","KCNA10","ENSG00000143105"
"ENSNFUG00015017664","ASCL2","ENSG00000183734"
"ENSNFUG00015011249","RAP1GAP","ENSG00000076864"
"ENSNFUG00015021322","FAT3","ENSG00000165323"
"ENSNFUG00015020385","RASSF1","ENSG00000068028"
"ENSNFUG00015009049","NOP58","ENSG00000055044"
"ENSNFUG00015014534","ZBTB1","ENSG00000126804"
"ENSNFUG00015022940","PLEKHG3","ENSG00000126822"
"ENSNFUG00015008985","CREBZF","ENSG00000137504"
"ENSNFUG00015001194","PSMC2","ENSG00000161057"
"ENSNFUG00015001119","PPP1R8","ENSG00000117751"
"ENSNFUG00015011947","EIF4G1","ENSG00000114867"
"ENSNFUG00015020764","MSS51","ENSG00000166343"
"ENSNFUG00015004386","APAF1","ENSG00000120868"
"ENSNFUG00015025071","PCDH1","ENSG00000156453"
"ENSNFUG00015014076","","ENSG00000111780"
"ENSNFUG00015014076","GATC","ENSG00000257218"
"ENSNFUG00015020351","NMUR1","ENSG00000171596"
"ENSNFUG00015001742","PURG","ENSG00000172733"
"ENSNFUG00015019674","SNRPD2","ENSG00000125743"
"ENSNFUG00015000532","P2RY14","ENSG00000174944"
"ENSNFUG00015020388","ABHD14A","ENSG00000248487"
"ENSNFUG00015005258","ETV7","ENSG00000010030"
"ENSNFUG00015008416","CASP6","ENSG00000138794"
"ENSNFUG00015013621","DTYMK","ENSG00000168393"
"ENSNFUG00015025126","AATK","ENSG00000181409"
"ENSNFUG00015007618","SCG3","ENSG00000104112"
"ENSNFUG00015012080","ITGA4","ENSG00000115232"
"ENSNFUG00015002042","CTDNEP1","ENSG00000175826"
"ENSNFUG00015009680","CNOT9","ENSG00000144580"
"ENSNFUG00015004572","NELFA","ENSG00000185049"
"ENSNFUG00015019560","ANKMY1","ENSG00000144504"
"ENSNFUG00015002919","THNSL2","ENSG00000144115"
"ENSNFUG00015004355","PYROXD1","ENSG00000121350"
"ENSNFUG00015015269","SLC6A6","ENSG00000131389"
"ENSNFUG00015011480","GSG1","ENSG00000111305"
"ENSNFUG00015003580","ATIC","ENSG00000138363"
"ENSNFUG00015007673","KCNV2","ENSG00000168263"
"ENSNFUG00015010296","C1orf74","ENSG00000162757"
"ENSNFUG00015018604","SORD","ENSG00000140263"
"ENSNFUG00015002677","IFFO1","ENSG00000010295"
"ENSNFUG00015008716","CNR1","ENSG00000118432"
"ENSNFUG00015023764","CYTIP","ENSG00000115165"
"ENSNFUG00015009387","MAMSTR","ENSG00000176909"
"ENSNFUG00015012509","OPRD1","ENSG00000116329"
"ENSNFUG00015002137","PLCH1","ENSG00000114805"
"ENSNFUG00015009268","FLRT2","ENSG00000185070"
"ENSNFUG00015017331","GADL1","ENSG00000144644"
"ENSNFUG00015022578","TRIM46","ENSG00000163462"
"ENSNFUG00015023388","SCRN3","ENSG00000144306"
"ENSNFUG00015008071","ANKRD33","ENSG00000167612"
"ENSNFUG00015003009","STOX1","ENSG00000165730"
"ENSNFUG00015025102","TTC21B","ENSG00000123607"
"ENSNFUG00015007275","SNRPA1","ENSG00000131876"
"ENSNFUG00015022513","DTX2","ENSG00000091073"
"ENSNFUG00015008183","THAP12","ENSG00000137492"
"ENSNFUG00015005733","TAF9","ENSG00000273841"
"ENSNFUG00015021573","PPIL3","ENSG00000240344"
"ENSNFUG00015005223","NAV2","ENSG00000166833"
"ENSNFUG00015011463","PHETA1","ENSG00000198324"
"ENSNFUG00015004358","ELMOD2","ENSG00000179387"
"ENSNFUG00015007615","TBCEL-TECTA","ENSG00000285509"
"ENSNFUG00015007615","TBCEL","ENSG00000154114"
"ENSNFUG00015019526","DIPK1A","ENSG00000154511"
"ENSNFUG00015013683","PEX7","ENSG00000112357"
"ENSNFUG00015012541","SLC25A19","ENSG00000125454"
"ENSNFUG00015014183","OXR1","ENSG00000164830"
"ENSNFUG00015011652","GJC2","ENSG00000198835"
"ENSNFUG00015015967","ST6GALNAC2","ENSG00000070731"
"ENSNFUG00015013031","CNGA1","ENSG00000198515"
"ENSNFUG00015006136","MGAT4C","ENSG00000182050"
"ENSNFUG00015023969","ANXA3","ENSG00000138772"
"ENSNFUG00015001617","MRPL11","ENSG00000174547"
"ENSNFUG00015022352","MTERF4","ENSG00000122085"
"ENSNFUG00015023391","CIR1","ENSG00000138433"
"ENSNFUG00015001310","CRYBA1","ENSG00000108255"
"ENSNFUG00015007278","CLK3","ENSG00000179335"
"ENSNFUG00015007278","CLK4","ENSG00000113240"
"ENSNFUG00015008160","PIK3R4","ENSG00000196455"
"ENSNFUG00015004604","RAB25","ENSG00000132698"
"ENSNFUG00015014716","USP43","ENSG00000154914"
"ENSNFUG00015011206","ATP1B1","ENSG00000143153"
"ENSNFUG00015023385","DARS2","ENSG00000117593"
"ENSNFUG00015002714","THAP12","ENSG00000137492"
"ENSNFUG00015021306","ARPIN-AP3S2","ENSG00000250021"
"ENSNFUG00015021306","ARPIN","ENSG00000242498"
"ENSNFUG00015006215","OBSL1","ENSG00000124006"
"ENSNFUG00015021427","ARHGAP15","ENSG00000075884"
"ENSNFUG00015005367","GAD1","ENSG00000128683"
"ENSNFUG00015025415","PEX5L","ENSG00000114757"
"ENSNFUG00015001089","POMZP3","ENSG00000146707"
"ENSNFUG00015010433","HTR1F","ENSG00000179097"
"ENSNFUG00015015580","ACTR8","ENSG00000113812"
"ENSNFUG00015009008","EFNA1","ENSG00000169242"
"ENSNFUG00015010693","GTF3C3","ENSG00000119041"
"ENSNFUG00015002489","SLC47A2","ENSG00000180638"
"ENSNFUG00015012420","PLXNA1","ENSG00000114554"
"ENSNFUG00015005529","TLR5","ENSG00000187554"
"ENSNFUG00015000045","ST3GAL5","ENSG00000115525"
"ENSNFUG00015004356","PPT2","ENSG00000221988"
"ENSNFUG00015004356","PPT2-EGFL8","ENSG00000258388"
"ENSNFUG00015022139","IPO11","ENSG00000086200"
"ENSNFUG00015013870","GLE1","ENSG00000119392"
"ENSNFUG00015012354","LRRC23","ENSG00000010626"
"ENSNFUG00015000443","SPARC","ENSG00000113140"
"ENSNFUG00015025078","RTP5","ENSG00000188011"
"ENSNFUG00015004840","PAQR3","ENSG00000163291"
"ENSNFUG00015015532","DET1","ENSG00000140543"
"ENSNFUG00015015894","CDH23","ENSG00000107736"
"ENSNFUG00015004464","CD276","ENSG00000103855"
"ENSNFUG00015023817","FANCE","ENSG00000112039"
"ENSNFUG00015007931","RTKN","ENSG00000114993"
"ENSNFUG00015009782","DUSP19","ENSG00000162999"
"ENSNFUG00015019740","PLXNB1","ENSG00000164050"
"ENSNFUG00015011066","NDUFA10","ENSG00000130414"
"ENSNFUG00015015819","KIFC1","ENSG00000237649"
"ENSNFUG00015006218","TENT4A","ENSG00000112941"
"ENSNFUG00015000048","POLR1A","ENSG00000068654"
"ENSNFUG00015025473","XPR1","ENSG00000143324"
"ENSNFUG00015001184","MAP3K3","ENSG00000198909"
"ENSNFUG00015011205","ACVR2A","ENSG00000121989"
"ENSNFUG00015010653","PRSS33","ENSG00000103355"
"ENSNFUG00015000590","SNX8","ENSG00000106266"
"ENSNFUG00015013286","TFR2","ENSG00000106327"
"ENSNFUG00015013762","B3GNT6","ENSG00000198488"
"ENSNFUG00015005683","DNAH5","ENSG00000039139"
"ENSNFUG00015011790","METTL11B","ENSG00000203740"
"ENSNFUG00015013625","MYT1L","ENSG00000186487"
"ENSNFUG00015017704","SLC41A2","ENSG00000136052"
"ENSNFUG00015009730","TMEM69","ENSG00000159596"
"ENSNFUG00015004396","GAR1","ENSG00000109534"
"ENSNFUG00015022294","FAN1","ENSG00000198690"
"ENSNFUG00015011603","GBX2","ENSG00000168505"
"ENSNFUG00015008718","TBL1XR1","ENSG00000177565"
"ENSNFUG00015007554","KIF23","ENSG00000137807"
"ENSNFUG00015019525","LRRC71","ENSG00000160838"
"ENSNFUG00015009403","TAAR1","ENSG00000146399"
"ENSNFUG00015020572","USP31","ENSG00000103404"
"ENSNFUG00015010298","NAT8","ENSG00000144035"
"ENSNFUG00015010298","NAT8B","ENSG00000204872"
"ENSNFUG00015010462","TYW1B","ENSG00000277149"
"ENSNFUG00015012548","H2BE1","ENSG00000285480"
"ENSNFUG00015019553","ASH1L","ENSG00000116539"
"ENSNFUG00015011630","C5orf24","ENSG00000181904"
"ENSNFUG00015010762","PPP1R14A","ENSG00000167641"
"ENSNFUG00015007271","VASH2","ENSG00000143494"
"ENSNFUG00015008075","TAF15","ENSG00000270647"
"ENSNFUG00015024580","MAP3K14","ENSG00000006062"
"ENSNFUG00015018969","DAXX","ENSG00000204209"
"ENSNFUG00015018764","RASSF1","ENSG00000068028"
"ENSNFUG00015011450","HGS","ENSG00000185359"
"ENSNFUG00015014075","RPAP1","ENSG00000103932"
"ENSNFUG00015009650","SEPHS2","ENSG00000179918"
"ENSNFUG00015004391","DHX16","ENSG00000204560"
"ENSNFUG00015007348","SENP3","ENSG00000161956"
"ENSNFUG00015007348","SENP3-EIF4A1","ENSG00000277957"
"ENSNFUG00015002535","PLCD3","ENSG00000161714"
"ENSNFUG00015024894","LHFPL4","ENSG00000156959"
"ENSNFUG00015008923","TCERG1","ENSG00000113649"
"ENSNFUG00015023358","OLFM3","ENSG00000118733"
"ENSNFUG00015024041","KCNG4","ENSG00000168418"
"ENSNFUG00015024819","REN","ENSG00000143839"
"ENSNFUG00015022624","TMEM30A","ENSG00000112697"
"ENSNFUG00015022571","KRTCAP2","ENSG00000163463"
"ENSNFUG00015022807","IPO9","ENSG00000198700"
"ENSNFUG00015019140","USP36","ENSG00000055483"
"ENSNFUG00015012070","LDLRAD2","ENSG00000187942"
"ENSNFUG00015014540","TTC31","ENSG00000115282"
"ENSNFUG00015001784","POLR2A","ENSG00000181222"
"ENSNFUG00015022934","SYNC","ENSG00000162520"
"ENSNFUG00015022242","TNFAIP6","ENSG00000123610"
"ENSNFUG00015017894","CALU","ENSG00000128595"
"ENSNFUG00015012342","C1orf43","ENSG00000143612"
"ENSNFUG00015002380","STRADB","ENSG00000082146"
"ENSNFUG00015025307","FOXN4","ENSG00000139445"
"ENSNFUG00015005554","C8A","ENSG00000157131"
"ENSNFUG00015006000","NUAK2","ENSG00000163545"
"ENSNFUG00015023313","HOXD10","ENSG00000128710"
"ENSNFUG00015024946","DDX59","ENSG00000118197"
"ENSNFUG00015008235","SNX19","ENSG00000120451"
"ENSNFUG00015025428","NEXN","ENSG00000162614"
"ENSNFUG00015008058","PARD6A","ENSG00000102981"
"ENSNFUG00015023827","PPARD","ENSG00000112033"
"ENSNFUG00015023907","KBTBD11","ENSG00000176595"
"ENSNFUG00015007529","PRIMPOL","ENSG00000164306"
"ENSNFUG00015005276","SLC25A25","ENSG00000148339"
"ENSNFUG00015010935","ARIH2","ENSG00000177479"
"ENSNFUG00015016566","KCNAB1","ENSG00000169282"
"ENSNFUG00015004371","AP3B1","ENSG00000132842"
"ENSNFUG00015019573","CDC7","ENSG00000097046"
"ENSNFUG00015007367","SWT1","ENSG00000116668"
"ENSNFUG00015018248","SNORA16B","ENSG00000201544"
"ENSNFUG00015018248","SNORA16A","ENSG00000280498"
"ENSNFUG00015002363","HROB","ENSG00000125319"
"ENSNFUG00015013618","GFRA1","ENSG00000151892"
"ENSNFUG00015014118","PXMP2","ENSG00000176894"
"ENSNFUG00015023552","CCDC149","ENSG00000181982"
"ENSNFUG00015022739","MYADM","ENSG00000179820"
"ENSNFUG00015009210","ICA1L","ENSG00000163596"
"ENSNFUG00015000945","HACL1","ENSG00000131373"
"ENSNFUG00015024874","PPHLN1","ENSG00000134283"
"ENSNFUG00015021417","IFI44L","ENSG00000137959"
"ENSNFUG00015021417","IFI44","ENSG00000137965"
"ENSNFUG00015006225","MTCH1","ENSG00000137409"
"ENSNFUG00015005863","","ENSG00000223294"
"ENSNFUG00015015946","WIZ","ENSG00000011451"
"ENSNFUG00015012710","","ENSG00000288640"
"ENSNFUG00015022439","SNAPIN","ENSG00000143553"
"ENSNFUG00015021299","GOT2","ENSG00000125166"
"ENSNFUG00015020907","PYURF","ENSG00000145337"
"ENSNFUG00015007036","RAB4A","ENSG00000168118"
"ENSNFUG00015005611","TAOK1","ENSG00000160551"
"ENSNFUG00015021214","CACNA1D","ENSG00000157388"
"ENSNFUG00015018164","C1orf53","ENSG00000203724"
"ENSNFUG00015025453","MYO9B","ENSG00000099331"
"ENSNFUG00015021717","CRELD1","ENSG00000163703"
"ENSNFUG00015018376","ASPRV1","ENSG00000244617"
"ENSNFUG00015008978","EMP2","ENSG00000213853"
"ENSNFUG00015020241","FGFR3","ENSG00000068078"
"ENSNFUG00015015338","SOX9","ENSG00000125398"
"ENSNFUG00015006698","CAPN5","ENSG00000149260"
"ENSNFUG00015006062","TYW3","ENSG00000162623"
"ENSNFUG00015006438","ZC3H3","ENSG00000014164"
"ENSNFUG00015007621","DSP","ENSG00000096696"
"ENSNFUG00015003336","TRIM67","ENSG00000119283"
"ENSNFUG00015007256","MMD2","ENSG00000136297"
"ENSNFUG00015021259","VIPR1","ENSG00000114812"
"ENSNFUG00015022596","MYO18A","ENSG00000196535"
"ENSNFUG00015009893","SLC25A35","ENSG00000125434"
"ENSNFUG00015003948","DENND5A","ENSG00000184014"
"ENSNFUG00015013346","ANAPC16","ENSG00000166295"
"ENSNFUG00015025095","FYCO1","ENSG00000163820"
"ENSNFUG00015011833","NMNAT2","ENSG00000157064"
"ENSNFUG00015006695","VPS39","ENSG00000166887"
"ENSNFUG00015020209","NDUFAF2","ENSG00000164182"
"ENSNFUG00015008600","WNT10B","ENSG00000169884"
"ENSNFUG00015014023","XRN1","ENSG00000114127"
"ENSNFUG00015025058","GPRC5C","ENSG00000170412"
"ENSNFUG00015013850","HS3ST3A1","ENSG00000153976"
"ENSNFUG00015013850","HS3ST3B1","ENSG00000125430"
"ENSNFUG00015024909","PLXNB1","ENSG00000164050"
"ENSNFUG00015012990","ZNF680","ENSG00000173041"
"ENSNFUG00015012990","ZNF273","ENSG00000198039"
"ENSNFUG00015014086","UGGT1","ENSG00000136731"
"ENSNFUG00015006681","MRPL20","ENSG00000242485"
"ENSNFUG00015002437","STIM1","ENSG00000167323"
"ENSNFUG00015002697","DEDD2","ENSG00000160570"
"ENSNFUG00015013348","BTBD6","ENSG00000184887"
"ENSNFUG00015020376","IPO13","ENSG00000117408"
"ENSNFUG00015010276","PIAS1","ENSG00000033800"
"ENSNFUG00015023248","IGFBP3","ENSG00000146674"
"ENSNFUG00015006514","WIZ","ENSG00000011451"
"ENSNFUG00015001794","LRRC8E","ENSG00000171017"
"ENSNFUG00015021553","KAZALD1","ENSG00000107821"
"ENSNFUG00015006731","MFAP2","ENSG00000117122"
"ENSNFUG00015008844","CEP104","ENSG00000116198"
"ENSNFUG00015007295","CSDE1","ENSG00000009307"
"ENSNFUG00015024067","HCAR2","ENSG00000182782"
"ENSNFUG00015024067","HCAR3","ENSG00000255398"
"ENSNFUG00015024067","HCAR1","ENSG00000196917"
"ENSNFUG00015007258","ANGEL2","ENSG00000174606"
"ENSNFUG00015008702","COL4A4","ENSG00000081052"
"ENSNFUG00015022598","GCG","ENSG00000115263"
"ENSNFUG00015016904","TRIM9","ENSG00000100505"
"ENSNFUG00015011672","LRRC52","ENSG00000162763"
"ENSNFUG00015009744","ZNF106","ENSG00000103994"
"ENSNFUG00015016824","CRYBG2","ENSG00000176092"
"ENSNFUG00015012612","SCN4B","ENSG00000177098"
"ENSNFUG00015014231","PRPF4B","ENSG00000112739"
"ENSNFUG00015009821","PLCD4","ENSG00000115556"
"ENSNFUG00015005938","UGT2A2","ENSG00000271271"
"ENSNFUG00015005938","UGT1A10","ENSG00000242515"
"ENSNFUG00015005938","UGT1A9","ENSG00000241119"
"ENSNFUG00015005938","UGT1A6","ENSG00000167165"
"ENSNFUG00015005938","UGT1A4","ENSG00000244474"
"ENSNFUG00015005938","UGT2B17","ENSG00000197888"
"ENSNFUG00015005938","UGT2B15","ENSG00000196620"
"ENSNFUG00015005938","UGT1A3","ENSG00000288702"
"ENSNFUG00015005938","UGT1A8","ENSG00000242366"
"ENSNFUG00015005938","UGT1A5","ENSG00000288705"
"ENSNFUG00015005938","UGT1A7","ENSG00000244122"
"ENSNFUG00015015336","MRPS18A","ENSG00000096080"
"ENSNFUG00015021864","GP2","ENSG00000169347"
"ENSNFUG00015014091","MMACHC","ENSG00000132763"
"ENSNFUG00015011504","HOXB5","ENSG00000120075"
"ENSNFUG00015003404","TSEN34","ENSG00000170892"
"ENSNFUG00015010931","CLDN4","ENSG00000189143"
"ENSNFUG00015008460","RPL13A","ENSG00000142541"
"ENSNFUG00015001754","PPP1R7","ENSG00000115685"
"ENSNFUG00015001754","ANO7","ENSG00000146205"
"ENSNFUG00015006221","DNPEP","ENSG00000123992"
"ENSNFUG00015001914","LGI2","ENSG00000153012"
"ENSNFUG00015003335","MLX","ENSG00000108788"
"ENSNFUG00015016446","GPR35","ENSG00000178623"
"ENSNFUG00015005346","HEYL","ENSG00000163909"
"ENSNFUG00015002779","","ENSG00000199894"
"ENSNFUG00015019939","CIDEC","ENSG00000187288"
"ENSNFUG00015001361","UBN2","ENSG00000157741"
"ENSNFUG00015007462","YWHAE","ENSG00000108953"
"ENSNFUG00015001024","PRKCB","ENSG00000166501"
"ENSNFUG00015001999","FCER2","ENSG00000104921"
"ENSNFUG00015001999","CD209","ENSG00000090659"
"ENSNFUG00015001999","CLEC4G","ENSG00000182566"
"ENSNFUG00015001999","CLEC4M","ENSG00000104938"
"ENSNFUG00015001999","","ENSG00000288669"
"ENSNFUG00015001999","CLEC4C","ENSG00000198178"
"ENSNFUG00015001999","CLEC4A","ENSG00000111729"
"ENSNFUG00015001999","ASGR2","ENSG00000161944"
"ENSNFUG00015001999","ASGR1","ENSG00000141505"
"ENSNFUG00015022581","PLSCR3","ENSG00000187838"
